Index,tweet,Affect_Dimension,target
1308,Bus model and industry make huge diff to value - Soft cos cost structure scales diff than Hard co. Need to know when raising #vc #start,fear,0
1309,"Darker than the dark itself, Down, falling on my knees and screaming so loud, waiting for someone to hear me and come for help.. I'm drowning, falling deep inside. I can't reach the light!!     ",Depression,1
1310,"Ever feel like a loser, one who's got plenty to say, but it just doesn't come out the way you wanted to? That's me every single day.   ",Depression,1
1311,Do not judge between people when you are .,anger,0
1312,@help_dms___ So good lunch 馃槉,joy,0
1313,@stevenmnuchin1 Does your wife look #adorable at 6:00 a.m.?  #AdorableWife  #AdorableWedding  #AdorableHoneymoon #AdorableJet  #AdorableJob,joy,0
1314,#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,fear,0
1315,@LATMultilingual Thanks for the shoutout! Will we see your team at #MortonPark on Thursday? #Smiles &amp,joy,0
1316,@realDonaldTrump where's the proof?,sadness,0
1317,Joy comes when you stop choosing circumstances that make you miserable. It takes courage to create a #joyful life.,joy,0
1318,I just wish I had the chance to tell you how much you mean to me. How much it hurts that you don鈥檛 want to be with me.,Depression,1
1319,omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,sadness,0
1320,The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,fear,0
1321,@ActuallyNPH @RealJamesWoods I didn't realize you weren't acting... You actually are that guy. #smh  #Hercules #ghostsofmississippi,fear,0
1322,So much excitement for Rome this time next week - getting ready to burn and turn red too 馃槀,joy,0
1323,"@chrisdrunkpoets @MusicHourUK 馃挒馃浉鉁� Love your new music Chris!!!馃専馃幆馃崕It's otherworldly, like you!! #awesomeness 馃馃馃徑鈥嶁檪锔忦煣滒煆解�嶁檧锔忦煣欚煆解�嶁檧锔忦煣欚煆解�嶁檪锔忊湪馃攩",joy,0
1324,That moment when you randomly feel depressed for no apparent reason may indicate that you're actually missing someone.,Depression,1
1325,I realized that i have lied so lonh almost every day  To my mom and cuz i dont wanna tell whats wrong and make her believe she is bad mom cuz its not her fault,Depression,1
1326,Dear Emma its my honor to communicate with you directly kindly give me this tremendous opportunity to chat via Whats App 00966504634031 thx,fear,0
1327,Another year close to death,Depression,1
1328,1. I'm grateful for love.\n2. I'm grateful for miracles.\n3. I'm grateful for music.\n#beatdepression #grateful,joy,0
1329,Depresion is heavy and exausting,Depression,1
1330,"I prayed for this job. 馃檹馃徏 I have to show up even  creeps in my mind. I did pass through this phase countless times. I will get through this, hopefully again.",Depression,1
1331,"Me and @DicksonEmily's snap streak is at 260, if that's not amazing I don't know what is #commitment",joy,0
1332,every time i think abt hobi crying i start crying,sadness,1
1333,Somebody told me all I am is negative and rude today. It really got under my skin. The past 8 months have been absolutely shit for me. Then you throw it in my face. Uggh. If I was trust me it wasn't intentional.,Depression,1
1334,Having a movie day with my favorite today 馃槃 god I love my lil goth bean.,joy,0
1335,They promised I would go blind but I still got 20/20,anger,0
1336,@missmarilynx Hahaha @BigScottGibson almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 馃槶,joy,0
1337,i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,joy,0
1338,"鉁� We're happy, free, confused, and lonely at the same time\nIt's miserable and magical\n陇",sadness,0
1339,Excited about the upcoming cheer season! 馃槵馃槼#cantsleep #wideawake #eat #sleep #cheer #repeat,joy,0
1340,Really enjoying candles and incense around the house at the moment - brings a sense of calm 馃拞馃徑 #candles #incense,anger,0
1341,I know others have way more real world problems than I do but it seems like I feel this crushed anyway. Crushed by  It's a disease .,Depression,1
1342,"@mandzvester 馃槀馃槀馃槀\nThats why I work on my own, to many miserable fok around 馃槀\nAfternoon Smiley馃槂x",sadness,0
1343,@passagefoods @TKMaxx_UK @Tesco Yes!!! Thank you. Bought loads today! #happy,joy,0
1344,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,anger,0
1345,It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 馃槀馃檲,sadness,0
1346,@ChrisCuomo Same as the bully in second grade. Classic.,fear,0
1347,Just finished playing Mystic Messenger. And I didnt expect the amount of angst in it! 銆掆柦銆抃n #mysticmessenger #feels,sadness,0
1348,@realDonaldTrump @LizCrokin Great #start for #MAGA ...,fear,0
1349,Dro is everything to me,fear,0
1350,Good Morning #start 2Wheel #free course *Pune *8888006565,sadness,0
1351,@LondonEconomic Sometimes our judiciary just leaves you breathless and speechless.,fear,0
1352,The worst feeling in the world is having a huge weight on your heart with no one to talk to about .,Depression,1
1353,Tweet at me some cool #madden clips u got,anger,0
1354,@YourHorrorHost &amp,fear,0
1355,No on really listen. The just act like the do,Depression,1
1356,Off to a decent start this morning. Let鈥檚 hope it stays like that.,Depression,1
1357,"I keep so many #secrets, my heads gonna #explode!!! \nOh hey there i didn't notice u were reading this see #good #morning \n@GoodMorningWord 馃挅",anger,0
1358,#Laughter strengthens #relationships. #Women are more attracted to someone with the ability to make them #laugh.,joy,0
1359,"I could be depressed and still cheer you up, that's how strong I'm.  ",Depression,1
1360,Hey @TheTimMcGraw #imwearingyourshirt today!! #humbleandkind  #awesomeness #timmcgraw #wqmx @949WQMX @KeepinItCntry @JulieMN13,joy,0
1361,Up early. Kicking ass and taking names. #offense.,fear,0
1362,let the darkness consume me.,Depression,1
1363,@ClairePotter @Mermaids_March @2minbeachclean Woohoo! Enjoy Claire! Happy Tuesday :D,joy,0
1364,"Erase my existance, no will notice",Depression,1
1365,Rise and shine #alarm #autotweet,fear,0
1366,The closer I get to people the more distant they become...... idk what's wrong with me? . . .,Depression,1
1367,@umainoo if you had a bad day cheer up lov!!! 鈾♀櫋,joy,0
1368,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp,anger,0
1369,So happy I get paid tomorrow so I can sort my bloody hair out before holiday,fear,0
1370,@GaryClarkJr  seriously best turn out for blues i have ever seen. #amazing,joy,0
1371,"Never stay silent or let anyone intimidate you into silence.  Lets make the world a better, safer place for kids #wallofsilence",fear,0
1372,A good head and a good heart are always a formidable combination. (Nelson Mandela),fear,0
1373,馃槏馃い馃槏馃い馃槏 #foodie #yummy #halalfood \n(twitter saw,joy,0
1374,Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! 馃槀 #crying 馃ぃ馃ぃ #chateaubriand @MorningAnswerLA,sadness,0
1375,"1 Samuel 18:15\nAnd when #Saul saw that he had great #success, he stood in #fearful #awe of him.",fear,0
1376,@WILLLANNO Man u r just bitter about Manu making great strides...,fear,0
1377,We're all dead and this is Hell,Depression,1
1378,"@AWilliamson54 dude, you're killing it on KSR #hilarious #AradioNatural",joy,0
1379,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,anger,0
1380,@vvixie Thanks bby 馃挌 tiff got a pair too so I'll probably steal hers lol,anger,0
1381,Roses are pine green buttercups are aliceblue sugar is sweet and so on,sadness,0
1382,May you all have a great day.  Hopefully get some  done today.  Rainy and ugly.  Jeez.  Doesn鈥檛 help .,Depression,1
1383,Who needs family? Am I right??? 馃枙馃枙,Depression,1
1384,Hello everyone! How are you? Sinong excited na for live shows? Hahaha don't worry we are too 馃槂馃槵,joy,0
1385,MOTIVATION TIP - Great #salespeople know how to increase #business by eliminating #consumer #complaints #concerns #fears and pet peeves !!,fear,0
1386,"@askGST_GoI without the process of boiling and drying, it cannot be used for coooking.",anger,0
1387,"1st shopping experience with @paytm, what a disappointment! Product still not shipped &amp; they might cancel the order now. #unhappy @Paytmcare",sadness,1
1388,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",joy,0
1389,Nothing good about me happens these days   what if i fail them all? Maybe? Should i commit suicide? too tired to start everything from scratch again while seeing other flourish   still talk big and gain nothing tried to be positive but fail,Depression,1
1390,@DOBrienAJC What did you do to rile up all the Roberts?,fear,0
1391,@TuckerCarlson I love how you are #relentless,anger,0
1392,"Breathing in, breathing out, and the world is smiling again. Breathing in, breathing out, and the happiness disappearing again. Breathing in, breathing out, you love your life. Breathing in, breathing out, you wanna die.    ",Depression,1
1393,This Wednesday @ChandlerBMusic #kickstarter begins! Y'all be READY! #ChandlerBayMusic #ChandlerBayEP #tantrum,sadness,0
1394,Niall's handwriting is so beautiful 馃槶,joy,0
1395,this is how to show a loved one you care: How can I best support you right now?,Depression,1
1396,"Anyone have the feeling when you like going to university and want to get your degree, but at the same time want to drop out??????  Is it just me?        ",Depression,1
1397,"鈥淲e just have to hold on a bit longer, then we can sink this monster into the ocean.鈥� #foodparty",sadness,0
1398,Gonna find my baby gonna hold her tight gonna grab me some afternoon delight,joy,0
1399,i am not able to control my negative thoughts.,Depression,1
1400,And soon I am the dusk and the dawn Because I am always In between night and day Taking the treasures of stars and clouds The gifts of both dark and bright For my own,Depression,1
1401,1. Burning Desire: You must be in love with your goal. #thinkandgrowrich #health #money #happiness #love,joy,0
1402,That was the most beautiful thing I have ever seen. #Eclipse2017 #Eclipse #SolarEclipse #tears,sadness,0
1403,"Instead of asking #blessing from GOD the Father, remain #engaged on #pilgrimage of remembrance. Never get #tired on spiritual pilgrimage.",joy,0
1404,This morning has been hilarious 馃槀馃槀,joy,0
1405,She told me to jump off a bridge,Depression,1
1406,i really just wanna get back to playing apex and streaming:\,Depression,1
1407,"@nytimes @pattonoswalt I am so happy that you were able to expands your heart and find happiness again, congratulations! 鉂わ笍",joy,0
1408,"new year,anxiety is still here",Depression,1
1409,@Creative_Voices @ScotParl Happy to help :-),joy,0
1410,this is how to show a loved one you care: Did something happen to make you start feeling this way?,Depression,1
1411,"Keep a relentless eye on your goals! Perseverance, joyful dedication, and unwavering focus will get you @AmyLeighMercree",anger,0
1412,"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",joy,0
1413,"My doc says just call if you need anything bcuz I tell her I don't want to have visits, what's the point? There's nothing new that will help me. So I have to SUFFER on my own. Chewed by . . Why no tag for  am I the only one? I'm scared",Depression,1
1414,I just wanna cry till I die鈥�,Depression,1
1415,"If World would have  told me mentally healthy or unhealthy instead of right/wrong, I wouldn鈥檛 have made half my mistakes             ",Depression,1
1416,The future is daunting when the present is uncertain.  Make every moment with your loved ones count. Be present.  鉂わ笍鉂わ笍,Depression,1
1417,The sound of the song thrush fills the spring air with promise.  It feels like spring is started to break through! 馃憤  鉂わ笍鉂わ笍,Depression,1
1418,@AngelaKochuba Thanks for following! Have a #joyful day!,joy,0
1419,i feel so suffocated,Depression,1
1420,just watched @Alicelevine on Love on @BBCiPlayer #hilarious,joy,0
1421,@TommySandhu @bbcasiannetwork tommy you r phenomenal smashed #ajjdin on the mixes #hilarious and #awesome 馃槣馃槀馃槀馃憤馃徎,joy,0
1422,"What existing with depression can feel like. Life with depression isn鈥檛 living, it鈥檚 existing. Keep your loved ones close. Contact them, love them, treasure them          ",Depression,1
1423,Gosh I feel low lately 馃槩,Depression,1
1424,I have so many things to look forward to 鈽猴笍 #positive  #lifeisgood,joy,0
1425,@bugwan Crown? Teaching the kiddies to have a flutter?,fear,0
1426,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,sadness,0
1427,@CaxtonSupport I'm sorry but I don't know what DM stands for. I know a PM 馃槀. But sadly not a DM. It won't create an account to find.,fear,0
1428,Be strong. Stay positive. Make them wonder how you're still smiling.,joy,0
1429,@RegPCB I like a world where Love Island drarms is the worst thing I've got to worry about.,fear,0
1430,Your smile could never make me frown.,sadness,0
1431,@Harry_Styles Hi H how are you?Thankyou for always making me smile+being so genuinely kind!You deserve all the happiness in the world.67.801,joy,0
1432,You was born with a purpose to help make the world a better place not to sit and do nothing!!! - @Balrsclub #Motivation #LoveIsland #fear 鉁�,fear,0
1433,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he 禄",sadness,0
1434,Grind smarter.  #Hustle #Grind,sadness,0
1435,Spending the majority of the day in bed relaxing &amp,joy,0
1436,@doddledisney You're adorable 馃槶,joy,0
1437,Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,sadness,1
1438,@CommsRuss @LuHeron Sooooo needed to be on that call! #adorable #needyaunty #pupster,joy,0
1439,High of 60 yesterday and now this 馃挬weather today,Depression,1
1440,Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited #nervous #newchallanges,joy,0
1441,We're all #laughing! Eddie Izzard has begun #his probe #into fuzz wrongdoing involving the house of Osiris.,joy,0
1442,All the bright places \n#movie馃挴馃槏,joy,0
1443,"Just seen recent pics of Liz Hurley in swimming costume , she looks amazing 馃槏 #beauty ",joy,0
1444,@mandersonmsp84 @jamadoria I'm in tears. This is so heartbreaking 馃槶,sadness,1
1445,"if you had cared a little more, maybe i wouldn't have died",Depression,1
1446,@narendramodi Really it was very sad and shame!!!,sadness,1
1447,"I was taught, there's nothing out there to #fear; just go out there turn #dreams into #reality, use other people fears to your advantage.",fear,0
1448,"Shakespeare Dictionary: The word 'knotty-pated' means 'block-headed, dull-witted' ",anger,0
1449,Chad and Sarah is honestly me and my ex 10 years ago 馃槀馃槀 #CBB #horrifying,anger,0
1450,"March challenge - Day 4, symptom 4 - Depression!! 馃挏馃挏馃挏馃挏      ",Depression,1
1451,Do you think  is real? I feel like I should be able to shake out of it. I'm trying but the despair keeps getting worse every day. It's starting to chew me up. . Why is  a separate thing? WHY,Depression,1
1452,鈥淚 can鈥檛 afford to hate people. I don鈥檛 have that kind of time.鈥� 鈥� #BobRoss  馃挍馃挋 #TuesdayMotivation  #sober #xa,sadness,0
1453,@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  鈾モ櫏鈾モ櫏鈾�,joy,0
1454,@Jo_Caulfield Great GIF! #joyful,joy,0
1455,@KillingTheTown is always awesome. But having @ShaneHelmsCom on too? That makes it #tremendous,fear,0
1456,party tattoos by dodie has become my cheer up song 鉁�,joy,0
1457,@Mike_J_Lord You're welcome 馃槂,joy,0
1458,May God grant us the ability to see His unfailing love fill the earth 馃審 #Psalm33:5 #awe,fear,0
1459,Carly &amp,fear,0
1460,"Wow, you guys @FarPostSA truly rock! You got all the transfer deals spot-on! Well done. #credible #concise #spoton #brilliant",joy,0
1461,@cpwomensopen @BrookeHenderson @CHEOhospital @OttawaHuntClub #Priceless  love those #smiles,joy,0
1462,"@exceptions Although I have a nice vulva, I choose not to intimidate other women with it.",fear,0
1463,@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,joy,0
1464,@nadisaonline i'm very happy glad or whatever the feelings i'm not into dramas,joy,0
1465,Why is suicide such a taboo subject to talk about? It鈥檚 time we shout it from the rooftops. YOU ARE ENOUGH.,Depression,1
1466,@crimemma congratulations on becoming a senior lecturer! Well deserved 馃槃,joy,0
1467,锘縈ummy came home and ordered pizza even though there's food in the fridge. I ain't fighting the hypocrisy this time #jalepenos #pine #chicken,sadness,0
1468,@Originalmalik2K @youFamousEnough @AnthonyMuraco Gg bro shouldn't have lost but it's cool,fear,0
1469,Attention Crew! it's a Happy Tuesday everybody! Make someone #laugh out loud today,joy,0
1470,is planning lot of stuffs before bed and waking up next day saying  'Who I'm I ?',Depression,1
1471,When you're on a diet and your whole family orders pizza.,fear,0
1472,"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas",joy,0
1473,"If you interact with innocent souls on daily basis but still feel  then I'm sorry, you are not a .  My advice for you: please change your approach, or change your profession.",Depression,1
1474,it takes sadness to know happiness\nabsence to value presence,anger,0
1475,"@MST3K Punt Bunnies, the only #bunnies you can #punt , #love #laughing #whoisSteveSmith",joy,0
1476,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 馃榾",fear,0
1477,@DiceMore I guess she got tired of her war on Tony that's been raging for about a year.,sadness,0
1478,Chasing a feeling I will never achieve again  馃槏,Depression,1
1479,I didn't give @chelsopat @s0ccer15 credit for bringing me chocolate milk so here it is 馃檹馃徏 #grateful,joy,0
1480,@UnitedStandMUFC So English clubs get over charged and other clubs like Real Madrid bully to get players on the cheap,fear,0
1481,Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp,joy,0
1482,Let's start all over again.....\n#feels #lover #happiness #loyalty #truth,joy,0
1483,@Benmorris04 happy birthday big man 馃憖馃槀鈿斤笍,joy,0
1484,I'm so ready to take off my sneakers. They hurting me 馃槶,sadness,1
1485,"Last Wednesday I called multiple  offices to try to find some help for my sudden onset of . Yesterday the last has gotten back to me. Everyone is full up and not taking on more clients. For whatever reason, this makes me feel A LOT better. Misery shared. 馃",Depression,1
1486,Nobody feels shame for getting the help they need for cancer or lung  disease...please do not feel shame for seeking help around a possible  mental illness such as  &amp,Depression,1
1487,this world would be better without me,Depression,1
1488,Any girl want a load?,anger,0
1489,"Everyone expects from me, but i am a disappointment",Depression,1
1490,U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:(,sadness,1
1491,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",anger,0
1492,Overthink no fit solve problem,Depression,1
1493,鈾� Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... 鈾�,fear,0
1494,Learn To Thrive.,Depression,1
1495,What's weighing you down today? Turn it over to the Lord and receive His peace.,Depression,1
1496,"Wake up to reality, nothing goes as plan in this acursed world",Depression,1
1497,I always wake up before my alarm goes off 馃檮,fear,0
1498,Does anyone else feel like the walls are closing in on them sometimes? Feeling low today =/,Depression,1
1499,The formula of happiness rather than inertia. #elated,joy,0
1500,Imagine telling someone that you need help but they trying to find all the reasons to blame you for your depression. Life is hard but people are worst!,Depression,1
1501,@SpnTentation Thank you! My first solo run!  #excited #andnervous,sadness,0
1502,When the water is boiling add in the spagetti,anger,0
1503,@annie_hawthorne Just one? 馃槃  Cress and Thorne from the Lunar Chronicles. Good character arcs + absolutely adorable.,joy,0
1504,Tonight's episode of #GameOfThrones is just epic went through so many emotions watching it #dragonwhitewalker #flippinheck #brilliant,joy,0
1505,hate tan lines but refuse to tan at a salon anymore. 馃檮,sadness,0
1506,Oh sweetie. Are you anxious of leaving the country and your loved one(s) behind? I know a bit about physical symptoms bc of mental issues. It gave me about 8 years of  and 6 years of . Beware of triggers.,Depression,1
1507,"Realizing how much of a loser i am. Like i got no hobbies, no talents and i am just so lazy to do anything. Feeling low....dont know what i will do with my life.    ",Depression,1
1508,That maybe she just lost her job in the recession and is trying out a new career path,fear,0
1509,Myatt &amp,joy,0
1510,The best revenge ever....is success馃憣馃憡馃挭,anger,0
1511,Does god helps the depressed 馃槥,Depression,1
1512,"held tight by the lesson learned.    My reflection is no longer in the mirror , my reflection is the mirror.      ",Depression,1
1513,@LoganPaul hii logan! 馃槏 new maverick here!!! :D recently I've been watching your vlogs and I'm soo into it. :),joy,0
1514,"#AI #revolation, soon is possible!\n #fearless  #good #goodness",fear,0
1515,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 馃槏,anger,0
1516,Feeling #adorable in my WalMart pajamas. #JenniMiller #JenniMiller29 #louiselinton,joy,0
1517,Life is too short to hide your feelings. Don't be afraid to say what you feel.,fear,0
1518,Ot6 still exist? #julid #deletesoon,anger,0
1519,Happy #worldfringeday I can't think of a more appropriate year to perform at the @edfringe for the first time with @CultureClashUK,joy,0
1520,Was watching more Subnatica so fun and funny and IGP is so hilarious #funny #omg #amazing #nice #hilarious,joy,0
1521,"hi depression, you are gonna kill me one day",Depression,1
1522,"@JoeGibbsRacing who designed that scheme for the interstate car? and how did whoever approves it, approve it??  #yuck",fear,0
1523,"馃枻馃挃I choose you, aren't you supposed to choose me back? Isn't that how it goes馃様馃枻                  https://t.co/S2qUm3l0y6",Depression,1
1524,"Woke up in a great mood, ready to get back to work 馃槉 ",joy,0
1525,"May you find your #center the peace of your #soul, joy in your #heart #understanding in your #mind. This is my #blessing &amp; #prayer for you.馃尀",joy,0
1526,And plz don't hesitate to come in. We have a translation\nservices either. We all are waiting you to come!,fear,0
1527,oh how i just love love love glee doing billy joel's numbers!!!!,joy,0
1528,"@INFOSMESSl Happy birthday, hope you have a good day!",joy,0
1529,I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,sadness,0
1530,Don't frown be meh,anger,0
1531,Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,joy,0
1532,"Depression is living in a body that fights to survive, with a mind that tries to die.      ",Depression,1
1533,Busy battling,Depression,1
1534,"Friends,  I鈥檓 not gonna lie to you, there are some days I wish I could just snap my fingers and it would all be over and done with. Because there are days I鈥檓 just sick and tired of fighting depression.    ",Depression,1
1535,I give up! #simples #unhappy #fedup,sadness,1
1536,New #madden franchise league on XB1 coming soon Follow &amp,anger,0
1537,Whether my glass is half empty or its half full. I'm just grateful I even have a glass and that there's something in it.\n #optimism 馃,joy,0
1538,Please note that  aka Major Depressive Disorder is NOT a lifestyle issue,Depression,1
1539,Taking moments to cognitively process my thoughts to escape the next depressive episode lol,Depression,1
1540,Time to get my dreads back I miss them 馃槱馃槱 #dread head #girlswithdreads,fear,0
1541,I wished you cared enough to notice that i'm not okay,Depression,1
1542,Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,joy,0
1543,"In order to #expand beyond the places that are familiar, you have to do things that scare you.",fear,0
1544,@hymie094 Me too.....without hesitation.,fear,0
1545,You won't reach a #goal you hide in a drawer. Keep it in front of your face at all times.  #WednesdayWisdom,anger,0
1546,Comforting #inspiring. #faith #Housefires #GoodFather Thank you.  Beautiful #song #itswhoiam #itswhoyouare #youtperfectinallofyourways,joy,0
1547,Struggling to find a balance....,Depression,1
1548,@LadyScully I didn't. We all went out and got pissed down the local instead. 馃槃,fear,0
1549,"Face it, find the source of it, then heal it.   You can do it, with or without help! You are capable of much more than you allow at this moment, think about it! 馃槂馃А     ",Depression,1
1550,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 馃槏,fear,0
1551,"With you, I'm lost in the moment. Without you I'm lost in the world.鉂わ笍馃 #world  #moment #lostinthemoment #You",sadness,0
1552,"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",fear,0
1553,Just did Yasso 800s for the first time. Kinda fun (maybe because I only did 4).  馃榾 Thanks @BartYasso!,joy,0
1554,@itsjordansroom Good Morning to you as well Miss Jordan!! Have a cheerful day!,joy,0
1555,"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 馃槀馃",joy,0
1556,"Sometimes you just feel numb.  Things that gave pleasure, seem burdensome.A boring chore.  One of the biggest battles of mental health.   Finding enjoyment in things that we love.On some days, the love seems non existent.    ",Depression,1
1557,"@hyde_myself Yes, Mom. That's my alarm XD",fear,0
1558,"nah i jus love carni. the best food, the best music, the best *****, gr8 vibes with family &amp; friends. pure ",joy,0
1559,How I love my grow healthy just like my heart so I'm proud to say I grow from the heart,Depression,1
1560,When you are with your friend and you are still laughing 馃槀馃檶馃徎馃敐馃挄 @Tereza_Gray #FriendsForever #laugh #summer,joy,0
1561,"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety",sadness,1
1562,@atrsya_ You truly decide your own happiness 馃槉,joy,0
1563,If I ever got paid to be in impractical jokers as one of the people to tell the guys what to do I would do that in a heartbeat #hilarious,joy,0
1564,"It really is a blessing, I suffer from chronic insomnia and do not know how to sleep like other normal people.  ",Depression,1
1565,"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",fear,0
1566,@MinxieButt Not even from our own kind 馃槄 But I don't need any anons if I can feel the appreciation from fellow shippers every other day 馃槉,joy,0
1567,@MPSNutrition Welcome to #MPSVT! We are delighted to have you! #grateful #MPSVT #relationships,joy,0
1568,@TarekFatah Wishing you well sir... you are an extremely straightforward and jovial person...,joy,0
1569,Dude I'm so fucking bored,Depression,1
1570,馃敭Message for Today: Position yourself closer to the sun,Depression,1
1571,Free yourself from the poisonous and laborious burden of holding a grudge. @SteveMaraboli #quote,fear,0
1572,Currently having withdrawals from last nights concert.,Depression,1
1573,My mom raised a good child. Society fucked up,Depression,1
1574,a drawing of 馃挆valentine's馃挆... little late.,Depression,1
1575,鈥淚 don鈥檛 know if I鈥檓 ever gonna make it down this road鈥濔煄�,Depression,1
1576,@GutoAberconwy Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,fear,0
1577,"Always laugh when you can, it is  cheap medicine 馃ぃ",joy,0
1578,"Me and @DicksonEmily's snap streak is at 260, if that's not amazing I don't know what is #commitment",fear,0
1579,Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @anniecarney_,joy,0
1580,Happy birthday馃帀馃帀鉂わ笍馃槝 @courtneymcm142 I love and miss you bunches &amp,joy,0
1581,Depression is a disease. Trust me,Depression,1
1582,Be happy. Be confident. Be kind.\n\n #KissablesLoveSMShopmag\nAllOutDenimFor KISSMARC,joy,0
1583,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",anger,0
1584,@honeyfriess Now that's a #HappyThought to start your week!,fear,0
1585,Lady singing really loudly with headphones on making everyone giggle @greateranglia #train #journey #smile,joy,0
1586,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities,anger,0
1587,Honestly I'm done. Life continues to show me that I will never get the help I need. No therapist. No support. No friends. I'm ready to lose my battle against  because I have no reason or way to get healed from it.,Depression,1
1588,Broken rib from a year ago. Just started hurting like hell today.   Is it rebroken?  Is that a thing?  Psychosomatic?   Also it鈥檚 becoming a full time extra job to keep my staff happy  It鈥檚 been an extremely rough day   AF,Depression,1
1589,"@stephenasmith You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity",joy,0
1590,@RuckMeFunning I'd hope she has bigger things to fret over lol,anger,0
1591,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,anger,0
1592,At least @LewisHamilton not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs,fear,0
1593,How can I best support you right now?,Depression,1
1594,@shlmrie ohh im so kiliigg HAHAHA #flattered thank youuu! 馃挍,joy,0
1595,"Man, filling out your dad's life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final...",anger,0
1596,Exams Stress   What's better??? 1) Marjana 2) Marijuana 馃檪,Depression,1
1597,"My author copies have landed in Australia. My agent has them. Soon, I'll be able to hold one and flick through it. #excitement #StoneCircle",joy,0
1598,Ain't nothing like a good leg workout to start of the day 馃,joy,0
1599,Please note that songs for depression should actually mean to get us out of depression not drag us deep in it.,Depression,1
1600,You guys like my mask? I call it a 'smile' 馃檪 #INFJproblems #INFJ #adulting #workingthroughthepain #life #love #joy #mask #smile,joy,0
1601,@D_Bushaiba @nalhussaini_ happy birthday 7ayate鉂わ笍,joy,0
1602,A good laugh and a long sleep are the two best cures.' 鈥� Irish Proverb #laughter #sleep #happiness,joy,0
1603,@RazdanNidhi Improve on the makeup dear to avoid reduction in viewership...,fear,0
1604,Going over the #script for this weekend! Can't wait to start #filmming! #actorslife #ActressLife #actress  #horrorfilm #HorrorMovies,fear,0
1605,Pretty accurate look at where I am鈥�,Depression,1
1606,Look at this little guy! He is connecting to his magical self.馃槆\nWhat do you do to keep life magical?馃寛 @AnewPerspective #magical  #be,joy,0
1607,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,anger,0
